goodreads_book_id,tag_id,count
29547,8055,65
29547,17710,52
29547,9221,43
29547,22753,42
29547,1642,42
29547,1659,32
29547,4076,31
29547,15048,29
29547,15169,26
29547,18045,26
29547,20774,24
29547,20849,22
29547,12135,22
29547,22689,21
29547,3389,20
29547,3371,20
29547,8067,20
29547,21437,19
29547,8076,19
29547,22034,18
29547,12948,18
29547,3392,16
29547,12680,16
29547,21989,15
29547,13794,14
29547,4074,13
29547,5481,12
29547,617,12
29547,25145,12
29547,11425,12
29547,22352,11
29547,10210,11
29547,32708,11
29547,6745,11
29547,10644,10
29547,21438,10
29547,13240,10
29547,22111,10
29547,22733,10
29547,25146,10
29547,14064,9
29547,25149,9
29547,4949,9
29547,11978,9
29547,13242,9
29547,25142,9
29547,32686,8
29547,28525,8
29547,6755,8
29547,30766,8
29547,22816,8
29547,13792,8
29547,615,7
29547,30521,7
29547,20781,7
29547,14764,7
29547,11643,7
29547,15174,7
29547,18292,7
29547,5510,7
29547,5180,7
29547,9477,7
29547,22944,7
29547,6748,7
29547,25144,7
29547,25143,7
29547,6728,7
29547,1647,7
29547,33114,6
29547,16773,6
29547,25147,6
29547,10093,6
29547,23349,6
29547,7725,6
29547,32726,6
29547,25630,6
29547,15067,6
29547,24990,6
29547,6759,6
29547,25151,5
29547,10197,5
29547,25153,5
29547,9886,5
29547,25148,5
29547,29316,5
29547,22818,5
29547,8346,5
29547,671,5
29547,9730,5
29547,25081,5
29948,30574,1702
29948,8717,189
29948,11743,141
29948,11557,78
29948,26138,65
29948,23471,39
29948,28384,39
29948,22743,36
29948,25874,32
29948,5207,26
29948,28341,26
29948,21689,25
29948,11305,20
29948,4605,20
29948,18640,16
29948,9221,15
29948,19733,15
29948,15626,13
29948,21773,12
29948,22034,11
29948,18367,11
29948,22753,8
29948,20774,8
29948,21989,8
29948,27535,8
29948,14064,8
29948,23465,7
29948,21392,7
29948,2277,6
29948,27095,6
29948,15624,6
29948,18664,6
29948,11590,5
29948,15169,5
29948,20849,5
29948,18045,5
29948,8055,5
29948,8067,5
29948,18919,5
29948,1642,5
29948,25630,5
29948,18663,5
29948,3767,5
29948,11574,4
29948,10197,4
29948,22352,4
29948,22545,4
29948,21111,4
29948,923,4
29948,3611,4
29948,25647,4
29948,15642,4
29948,18886,3
29948,7457,3
29948,2313,3
29948,2312,3
29948,12948,3
29948,24526,3
29948,19742,3
29948,4594,3
29948,19841,3
29948,20888,3
29948,19749,3
29948,28335,3
29948,30464,3
29948,28172,3
29948,3590,3
29948,1691,2
29948,1128,2
29948,27556,2
29948,9886,2
29948,10094,2
29948,1659,2
29948,5510,2
29948,31505,2
29948,20731,2
29948,5180,2
29948,5481,2
29948,7654,2
29948,30590,2
29948,26697,2
29948,30339,2
29948,25628,2
29948,15686,2
29948,32215,2
29948,32098,2
29948,11766,2
29948,3659,2
29948,21056,2
29948,25639,2
29948,17880,2
29948,31209,2
29948,26318,2
29948,31674,2
29948,16782,2
29948,7507,2
29948,2677,2
29948,22043,2
29948,6405,2
29948,25725,2
30120,6888,372
30120,6828,318
30120,6960,251
30120,15048,242
30120,17124,221
30120,30574,180
30120,17129,131
30120,33114,121
30120,23816,108
30120,6829,93
30120,23605,89
30120,6914,67
30120,6920,66
30120,6976,56
30120,23831,55
30120,6866,49
30120,6847,48
30120,32989,39
30120,7404,39
30120,33165,36
30120,6977,36
30120,25034,36
30120,17086,36
30120,12680,35
30120,20849,31
30120,15285,31
30120,7725,30
30120,11305,29
30120,18045,29
30120,20785,26
30120,6986,26
30120,15169,25
30120,6949,24
30120,10397,24
30120,23596,24
30120,25033,23
30120,19974,22
30120,27535,21
30120,11503,21
30120,21773,21
30120,5161,21
30120,6843,20
30120,21892,20
30120,6932,20
30120,17090,20
30120,32095,20
30120,6995,20
30120,23812,20
30120,24960,19
30120,1128,19
30120,26735,19
30120,10404,18
30120,5090,17
30120,18367,17
30120,11513,17
30120,15067,17
30120,11497,16
30120,6973,16
30120,17094,16
30120,6959,16
30120,22743,15
30120,2104,15
30120,27556,15
30120,16805,15
30120,6891,15
30120,6836,15
30120,5158,15
30120,5231,15
30120,25014,14
30120,33150,14
30120,17103,14
30120,6863,14
30120,23842,14
30120,32405,14
30120,22352,13
30120,6909,13
30120,27669,13
30120,17113,13
30120,2938,13
30120,6837,13
30120,487,13
30120,13962,13
30120,7483,13
30120,14064,12
30120,14764,12
30120,12614,12
30120,12323,12
30120,7482,12
30120,17149,12
30120,11743,11
30120,5207,11
30120,22545,11
30120,2277,11
30120,6905,11
30120,6948,11
30120,12296,11
30120,23349,11
30120,19983,11
30120,12288,11
30120,8717,10
30593,30574,1787
30593,11743,523
30593,8717,466
30593,7457,241
30593,11557,196
30593,26374,159
30593,26371,96
30593,240,95
30593,18367,86
30593,26384,83
30593,22034,79
30593,22743,76
30593,26382,63
30593,21062,62
30593,236,61
30593,923,53
30593,261,44
30593,2277,41
30593,5207,39
30593,21989,37
30593,30521,37
30593,18326,37
30593,251,35
30593,18045,31
30593,442,28
30593,2313,27
30593,15048,27
30593,7404,25
30593,31969,22
30593,4949,21
30593,248,20
30593,15067,19
30593,32586,18
30593,9221,17
30593,10644,16
30593,272,16
30593,22753,15
30593,20282,15
30593,6161,14
30593,20849,13
30593,18318,13
30593,12948,13
30593,30672,13
30593,6160,13
30593,25150,12
30593,10197,12
30593,10093,12
30593,1659,12
30593,1416,12
30593,7668,12
30593,11590,11
30593,10210,11
30593,7725,11
30593,26392,11
30593,5090,10
30593,2312,10
30593,254,10
30593,31505,10
30593,31557,10
30593,7417,10
30593,31656,9
30593,19524,9
30593,18292,9
30593,1510,9
30593,31528,9
30593,13759,9
30593,17213,8
30593,400,8
30593,20302,8
30593,25152,7
30593,14064,7
30593,18054,7
30593,26735,7
30593,275,7
30593,22025,7
30593,30635,7
30593,30081,7
30593,18364,7
30593,20774,6
30593,25151,6
30593,20781,6
30593,8067,6
30593,7478,6
30593,25149,6
30593,20731,6
30593,25822,6
30593,27656,6
30593,22027,6
30593,5051,6
30593,12680,6
30593,15362,6
30593,26375,6
30593,8055,5
30593,25167,5
30593,22352,5
30593,19835,5
30593,9477,5
30593,5393,5
30593,3641,5
30593,12290,5
30919,30574,1084
30919,8717,43
30919,7457,32
30919,5776,22
30919,11743,19
30919,420,18
30919,20291,17
30919,20282,15
30919,30672,14
30919,11590,12
30919,18326,12
30919,14487,11
30919,12948,10
30919,13759,10
30919,32586,9
30919,7478,9
30919,15048,9
30919,5051,9
30919,11557,8
30919,30635,8
30919,18525,8
30919,933,8
30919,22034,7
30919,25150,7
30919,25149,7
30919,25148,7
30919,18292,7
30919,7417,7
30919,11765,7
30919,220,7
30919,195,7
30919,5754,7
30919,11834,6
30919,5765,6
30919,5747,6
30919,31527,6
30919,5207,5
30919,22743,5
30919,22689,5
30919,23240,5
30919,25822,5
30919,9477,5
30919,10657,5
30919,204,5
30919,15057,5
30919,20293,5
30919,928,5
30919,215,5
30919,3389,4
30919,11505,4
30919,25151,4
30919,17213,4
30919,10197,4
30919,22545,4
30919,14764,4
30919,1642,4
30919,7404,4
30919,14552,4
30919,400,4
30919,25506,4
30919,30551,4
30919,32080,4
30919,5393,4
30919,15362,4
30919,21948,4
30919,19623,4
30919,197,4
30919,217,4
30919,13757,4
30919,20297,4
30919,7757,4
30919,10644,3
30919,21989,3
30919,25153,3
30919,22352,3
30919,24997,3
30919,19524,3
30919,21689,3
30919,4605,3
30919,1416,3
30919,9484,3
30919,27656,3
30919,4959,3
30919,805,3
30919,25106,3
30919,15067,3
30919,30768,3
30919,10658,3
30919,199,3
30919,30976,3
30919,930,3
30919,10120,3
30919,6035,3
30919,14647,3
30919,233,3
30919,13760,3
30919,11745,3
30919,29499,3
30919,15729,3
30919,20298,3
31098,30574,169
31098,11557,19
31098,3389,17
31098,1659,17
31098,1642,15
31098,12135,15
31098,4076,14
31098,3371,13
31098,8055,13
31098,5745,10
31098,32708,9
31098,18045,8
31098,30521,8
31098,8067,8
31098,4949,8
31098,8346,8
31098,13665,8
31098,30766,7
31098,3392,6
31098,20849,6
31098,22689,6
31098,15048,6
31098,5481,6
31098,9477,6
31098,8076,6
31098,13240,6
31098,25146,6
31098,8717,5
31098,11743,5
31098,5090,5
31098,17213,5
31098,20781,5
31098,14064,5
31098,10210,5
31098,3379,5
31098,18284,5
31098,18051,5
31098,21274,5
31098,5180,5
31098,32726,5
31098,6745,5
31098,7989,5
31098,25142,5
31098,10197,4
31098,22352,4
31098,32586,4
31098,25149,4
31098,3377,4
31098,24996,4
31098,25148,4
31098,9638,4
31098,6750,4
31098,31430,4
31098,13794,4
31098,25081,4
31098,22707,4
31098,5608,4
31098,13662,4
31098,5756,4
31098,4074,4
31098,5207,3
31098,22743,3
31098,21989,3
31098,25151,3
31098,12600,3
31098,16773,3
31098,18054,3
31098,11503,3
31098,18292,3
31098,5510,3
31098,1416,3
31098,31505,3
31098,9484,3
31098,5051,3
31098,28974,3
31098,25630,3
31098,21815,3
31098,18525,3
31098,26697,3
31098,1010,3
31098,29543,3
31098,11500,3
31098,6772,3
31098,6747,3
31098,26699,3
31098,24986,3
31098,12666,3
31098,4078,3
31098,5470,3
31098,9221,2
31098,27535,2
31098,26126,2
31098,7725,2
31098,26121,2
31098,19316,2
31098,895,2
31098,27090,2
31098,12731,2
31098,11759,2
31098,25272,2
31101,30574,59796
31101,6750,867
31101,8717,222
31101,11743,217
31101,26138,184
31101,6766,130
31101,6729,88
31101,16168,86
31101,5207,71
31101,11557,49
31101,8055,42
31101,8076,33
31101,1642,31
31101,22743,30
31101,1659,24
31101,22753,18
31101,12135,18
31101,5751,17
31101,18045,17
31101,30521,17
31101,15048,17
31101,9221,16
31101,8067,15
31101,20774,14
31101,4076,14
31101,12680,12
31101,32708,12
31101,19524,10
31101,5481,10
31101,5745,10
31101,10210,9
31101,4949,9
31101,22944,9
31101,15169,8
31101,22034,8
31101,20849,8
31101,10197,8
31101,10641,8
31101,5090,7
31101,16773,7
31101,11503,7
31101,9638,7
31101,6755,7
31101,13240,7
31101,13794,7
31101,608,7
31101,13242,7
31101,13662,7
31101,4074,7
31101,21989,6
31101,14064,6
31101,25147,6
31101,609,6
31101,10093,6
31101,10094,6
31101,32099,6
31101,26197,6
31101,25144,6
31101,6772,6
31101,6782,6
31101,10644,5
31101,22689,5
31101,17213,5
31101,22352,5
31101,18640,5
31101,21928,5
31101,12948,5
31101,9477,5
31101,32088,5
31101,21815,5
31101,617,5
31101,22733,5
31101,25146,5
31101,12663,5
31101,1010,5
31101,21953,5
31101,13792,5
31101,5608,5
31101,5756,5
31101,12666,5
31101,33114,4
31101,2104,4
31101,11505,4
31101,9886,4
31101,1078,4
31101,1416,4
31101,5180,4
31101,28974,4
31101,18525,4
31101,28532,4
31101,26194,4
31101,6745,4
31101,22816,4
31101,12294,4
31101,30798,4
31101,20015,4
31101,9545,4
31101,25060,4
31101,6757,4
31101,6783,4
31122,30574,29866
31122,11557,1784
31122,11743,1729
31122,7457,1680
31122,33114,997
31122,14487,669
31122,26138,543
31122,32989,444
31122,4949,430
31122,5207,390
31122,11590,294
31122,7852,276
31122,7404,269
31122,22743,248
31122,14467,225
31122,8717,206
31122,5751,190
31122,10641,157
31122,30521,110
31122,1659,109
31122,1642,107
31122,18045,106
31122,22034,103
31122,923,98
31122,22753,86
31122,12948,81
31122,18367,78
31122,5051,77
31122,32586,73
31122,18326,71
31122,20282,71
31122,2104,68
31122,11221,66
31122,3389,64
31122,4985,63
31122,5776,62
31122,6953,59
31122,25151,57
31122,4021,57
31122,10753,57
31122,6750,56
31122,17213,53
31122,29452,52
31122,24960,49
31122,22689,48
31122,21989,48
31122,25150,47
31122,25149,45
31122,3371,44
31122,11505,43
31122,25152,43
31122,33012,42
31122,10644,41
31122,15169,40
31122,8055,40
31122,9221,39
31122,25148,39
31122,31430,39
31122,25506,38
31122,1416,38
31122,5746,38
31122,6828,37
31122,3392,37
31122,33124,37
31122,25438,37
31122,29316,37
31122,27847,37
31122,20774,35
31122,20849,35
31122,11643,35
31122,4037,35
31122,18640,34
31122,6857,33
31122,27535,33
31122,30573,32
31122,15048,32
31122,4959,32
31122,8067,30
31122,18318,30
31122,10932,30
31122,9477,30
31122,4514,30
31122,30672,29
31122,420,28
31122,25147,27
31122,3358,27
31122,12680,27
31122,5747,27
31122,6888,26
31122,24996,26
31122,32686,26
31122,5775,26
31122,2106,25
31122,11579,25
31122,22352,25
31122,19524,25
31122,31505,25
31122,30635,25
31122,22733,25
31122,11644,25
31168,30574,9743
31168,7457,1296
31168,11743,346
31168,7404,171
31168,26138,123
31168,5207,117
31168,509,111
31168,14487,97
31168,11557,89
31168,22743,88
31168,240,87
31168,31859,84
31168,18367,64
31168,5751,63
31168,5776,62
31168,236,54
31168,7478,53
31168,22753,46
31168,30635,46
31168,17213,43
31168,8717,38
31168,10641,38
31168,7423,38
31168,5808,37
31168,14467,35
31168,30521,34
31168,251,34
31168,10658,33
31168,22034,32
31168,10644,28
31168,261,28
31168,32586,26
31168,7417,26
31168,9221,25
31168,5807,25
31168,21989,23
31168,18326,22
31168,371,21
31168,20849,20
31168,18045,19
31168,248,19
31168,254,19
31168,31864,19
31168,5809,19
31168,272,18
31168,5746,18
31168,23233,18
31168,20774,17
31168,5813,17
31168,10197,16
31168,11665,16
31168,5775,16
31168,5811,16
31168,11644,15
31168,7451,15
31168,5810,15
31168,11590,14
31168,22689,14
31168,1659,14
31168,31869,14
31168,3389,13
31168,32686,13
31168,31430,13
31168,29325,13
31168,3392,12
31168,30672,12
31168,1416,12
31168,22816,12
31168,14764,11
31168,29316,11
31168,31557,11
31168,7422,11
31168,6650,11
31168,11765,11
31168,521,11
31168,23229,11
31168,7476,11
31168,29684,11
31168,22352,10
31168,20781,10
31168,11643,10
31168,24575,10
31168,32724,10
31168,29716,10
31168,10657,10
31168,10653,10
31168,522,10
31168,31863,10
31168,25150,9
31168,5444,9
31168,12948,9
31168,10094,9
31168,13759,9
31168,6038,9
31168,6651,9
31168,10210,8
31168,14552,8
31168,9477,7
31168,30766,7
31168,5757,7
31173,7457,3408
31173,11743,944
31173,11557,608
31173,30574,525
31173,26138,322
31173,5207,305
31173,509,279
31173,22743,237
31173,31859,217
31173,18367,198
31173,240,160
31173,5751,158
31173,14487,153
31173,13446,150
31173,17213,140
31173,5776,120
31173,7423,101
31173,7478,100
31173,236,94
31173,22034,92
31173,22753,91
31173,30521,78
31173,11590,75
31173,30635,72
31173,10644,69
31173,18045,68
31173,8717,66
31173,7417,66
31173,14467,65
31173,5746,60
31173,10197,59
31173,10658,58
31173,10641,52
31173,4949,52
31173,21989,51
31173,251,51
31173,18326,48
31173,10210,48
31173,5775,48
31173,20811,47
31173,3389,45
31173,20849,43
31173,1416,43
31173,7422,42
31173,5807,42
31173,31864,42
31173,1642,41
31173,32586,40
31173,31505,40
31173,5808,40
31173,1659,39
31173,15169,37
31173,3392,37
31173,3371,36
31173,12452,33
31173,32686,33
31173,32724,33
31173,371,32
31173,5809,32
31173,11665,31
31173,9221,30
31173,11644,30
31173,10932,29
31173,29316,29
31173,10093,28
31173,31430,28
31173,6650,28
31173,3358,27
31173,21815,27
31173,261,26
31173,9484,26
31173,9477,26
31173,6651,26
31173,18318,25
31173,11643,25
31173,254,25
31173,22689,24
31173,29716,24
31173,248,23
31173,10657,23
31173,24960,22
31173,20774,22
31173,30672,22
31173,11765,22
31173,2104,21
31173,22352,21
31173,30768,21
31173,31869,21
31173,5811,21
31173,5810,21
31173,14764,20
31173,9886,20
31173,26735,20
31173,17217,20
31173,272,20
31173,25822,20
31173,23233,20
31173,5813,20
31173,7451,19
31173,29684,19
31175,8717,616
31175,30574,437
31175,11743,264
31175,7457,151
31175,7404,146
31175,26138,107
31175,5207,99
31175,22743,91
31175,509,87
31175,31859,68
31175,5776,54
31175,5751,53
31175,18367,53
31175,17213,46
31175,14487,44
31175,7478,39
31175,11557,38
31175,22753,35
31175,10658,31
31175,10641,30
31175,22034,28
31175,5807,28
31175,30635,27
31175,5808,27
31175,5811,27
31175,14467,25
31175,7423,25
31175,10644,24
31175,10197,21
31175,21989,18
31175,30521,18
31175,10210,17
31175,5809,16
31175,18045,15
31175,5746,15
31175,20811,15
31175,7417,14
31175,9221,13
31175,3389,13
31175,3392,13
31175,7422,13
31175,6650,13
31175,5775,12
31175,31864,12
31175,20774,11
31175,20849,11
31175,10093,11
31175,31430,11
31175,14527,11
31175,7451,11
31175,5812,11
31175,9886,10
31175,1642,10
31175,10094,10
31175,1659,10
31175,1416,10
31175,32686,10
31175,32724,10
31175,371,10
31175,10653,10
31175,4230,10
31175,5813,10
31175,15169,9
31175,22689,9
31175,5444,9
31175,22733,9
31175,5757,9
31175,522,9
31175,29325,9
31175,29684,9
31175,11590,8
31175,14764,8
31175,32586,8
31175,17217,8
31175,19524,8
31175,29316,8
31175,29716,8
31175,6651,8
31175,25153,7
31175,18326,7
31175,25822,7
31175,31557,7
31175,30768,7
31175,11644,7
31175,24575,7
31175,521,7
31175,31861,7
31175,518,7
31175,31869,7
31175,25151,6
31175,25150,6
31175,22352,6
31175,18640,6
31175,27556,6
31175,14064,6
31175,11643,6
31175,31505,6
31175,134,6
31175,7476,6
31175,7460,6
31178,30574,1518
31178,11743,441
31178,8717,153
31178,4949,67
31178,5207,55
31178,2666,55
31178,8067,51
31178,22743,50
31178,8055,41
31178,11557,33
31178,22034,31
31178,12948,22
31178,3389,21
31178,18045,21
31178,1642,20
31178,21989,19
31178,18326,19
31178,1659,19
31178,22753,18
31178,9221,18
31178,3392,17
31178,11221,17
31178,3371,16
31178,2277,15
31178,6750,15
31178,32686,14
31178,4985,13
31178,11243,13
31178,20849,12
31178,18367,12
31178,1416,12
31178,608,12
31178,5051,11
31178,11503,10
31178,3377,10
31178,25630,10
31178,31390,10
31178,17213,9
31178,9886,9
31178,9484,9
31178,15169,8
31178,22689,8
31178,3379,8
31178,32708,8
31178,3850,8
31178,20774,7
31178,615,7
31178,10197,7
31178,25438,7
31178,18284,7
31178,19316,7
31178,605,7
31178,24960,6
31178,25150,6
31178,20288,6
31178,609,6
31178,18051,6
31178,4968,6
31178,617,6
31178,32688,6
31178,31391,6
31178,30521,5
31178,22352,5
31178,14764,5
31178,2313,5
31178,31656,5
31178,18318,5
31178,21374,5
31178,11776,5
31178,23993,5
31178,19406,5
31178,25152,4
31178,27535,4
31178,25147,4
31178,3358,4
31178,25506,4
31178,31505,4
31178,1645,4
31178,25106,4
31178,22944,4
31178,22376,4
31178,30766,4
31178,4967,4
31178,11226,4
31178,11798,4
31178,8069,4
31178,11766,4
31178,25386,4
31178,32730,4
31178,10644,3
31178,25153,3
31178,15174,3
31178,25149,3
31178,20797,3
31178,22813,3
31178,21869,3
31178,26699,3
31178,9699,3
31178,9479,3
31178,25385,3
31250,7457,1646
31250,30574,1035
31250,11743,491
31250,11557,273
31250,7404,271
31250,9468,173
31250,26256,138
31250,6622,128
31250,5207,126
31250,18367,120
31250,22743,113
31250,509,109
31250,31859,96
31250,14487,94
31250,17213,73
31250,26251,70
31250,5776,68
31250,7423,62
31250,26246,61
31250,13207,61
31250,26138,57
31250,7478,55
31250,22034,45
31250,30521,44
31250,30635,43
31250,22753,42
31250,26257,42
31250,10658,42
31250,11590,41
31250,10641,41
31250,14467,40
31250,9221,33
31250,3392,33
31250,10644,33
31250,21989,32
31250,7417,32
31250,10197,31
31250,5746,30
31250,8717,28
31250,20849,28
31250,18045,28
31250,32586,28
31250,20811,27
31250,18326,26
31250,3389,23
31250,13202,23
31250,13214,22
31250,10210,21
31250,10093,20
31250,23233,19
31250,26247,18
31250,20774,17
31250,30672,17
31250,7451,17
31250,31864,17
31250,22689,15
31250,1642,15
31250,5775,15
31250,10657,15
31250,30073,14
31250,13213,14
31250,18292,14
31250,29316,14
31250,3371,13
31250,12948,13
31250,3358,13
31250,7422,13
31250,31430,13
31250,29716,13
31250,371,13
31250,15169,12
31250,20939,12
31250,31505,12
31250,18525,12
31250,31869,12
31250,14064,11
31250,14764,11
31250,26253,11
31250,9886,11
31250,10653,11
31250,5444,10
31250,13211,10
31250,13217,10
31250,14552,10
31250,7476,10
31250,25152,9
31250,26261,9
31250,26248,9
31250,1659,9
31250,4949,9
31250,30766,9
31250,31868,9
31250,23229,9
31250,31863,9
31250,22352,8
31250,1416,8
31250,22333,8
31250,22813,8
31250,11765,8
31250,7427,8
31259,30574,7797
31259,11743,724
31259,30358,572
31259,8717,365
31259,9221,174
31259,20939,173
31259,10866,155
31259,26028,149
31259,28466,130
31259,1540,121
31259,29076,119
31259,5207,111
31259,1691,105
31259,11557,103
31259,30386,100
31259,27199,90
31259,16233,75
31259,20994,74
31259,22743,68
31259,5526,61
31259,18731,59
31259,18045,51
31259,1542,50
31259,10197,42
31259,28482,40
31259,22753,37
31259,22034,36
31259,20774,35
31259,15736,34
31259,20849,33
31259,8517,31
31259,12948,30
31259,17213,28
31259,30521,25
31259,28479,25
31259,5527,25
31259,18733,25
31259,20570,24
31259,29083,24
31259,10210,23
31259,1659,22
31259,15169,21
31259,20989,21
31259,6122,21
31259,3389,20
31259,21989,19
31259,2277,19
31259,28321,19
31259,14064,18
31259,3392,17
31259,5090,17
31259,10094,17
31259,20926,17
31259,1554,17
31259,3371,16
31259,3265,16
31259,32586,15
31259,21003,15
31259,21681,15
31259,1642,14
31259,22689,13
31259,14764,13
31259,22944,13
31259,31557,13
31259,20547,13
31259,30373,13
31259,28484,13
31259,11833,12
31259,16234,12
31259,16232,12
31259,22733,11
31259,21953,11
31259,28473,11
31259,10093,10
31259,5332,10
31259,26657,10
31259,26003,10
31259,29556,10
31259,10644,9
31259,23909,9
31259,9730,9
31259,8545,9
31259,30381,9
31259,6604,9
31259,11855,9
31259,1552,9
31259,28601,9
31259,31526,9
31259,10871,9
31259,8055,8
31259,22352,8
31259,22545,8
31259,18367,8
31259,9336,8
31259,28751,8
31259,22816,8
31259,13962,8
31259,27062,8
31259,23975,8
31259,23991,8
31331,30574,9247
31331,31745,494
31331,11743,286
31331,2660,221
31331,14821,171
31331,31723,160
31331,8717,156
31331,22743,156
31331,11305,150
31331,22973,148
31331,5207,122
31331,29011,108
31331,31728,96
31331,27199,95
31331,9221,91
31331,11557,69
31331,32623,51
31331,31617,47
31331,22753,43
31331,30521,40
31331,30162,35
31331,22173,34
31331,20774,33
31331,25856,32
31331,18045,31
31331,2277,31
31331,10197,30
31331,11221,29
31331,13446,29
31331,19537,29
31331,17945,29
31331,18640,28
31331,11855,28
31331,6610,28
31331,20849,27
31331,6604,27
31331,12940,26
31331,28751,26
31331,13363,24
31331,15169,23
31331,10995,23
31331,17213,22
31331,2450,22
31331,10094,21
31331,6122,21
31331,1642,19
31331,32586,17
31331,10210,17
31331,26785,16
31331,8938,15
31331,19634,15
31331,25858,15
31331,11370,14
31331,22689,14
31331,14064,14
31331,3389,13
31331,22034,12
31331,22944,12
31331,2622,12
31331,5090,11
31331,1659,11
31331,3392,10
31331,26138,10
31331,14764,10
31331,22983,10
31331,26897,9
31331,27556,9
31331,3379,9
31331,22333,9
31331,31557,9
31331,22816,9
31331,13962,9
31331,31732,9
31331,3498,9
31331,10093,8
31331,8922,8
31331,20125,8
31331,21953,8
31331,13150,8
31331,31756,8
31331,31727,8
31331,31739,8
31331,8055,7
31331,22352,7
31331,5444,7
31331,941,7
31331,30358,7
31331,14487,7
31331,14467,7
31331,17217,7
31331,5180,7
31331,32080,7
31331,30768,7
31331,14851,7
31331,5025,7
31331,31755,7
31331,19538,7
31331,18886,6
31331,21989,6
31331,27313,6
31332,30574,17746
31332,14821,926
31332,31745,919
31332,11305,761
31332,11743,634
31332,2660,626
31332,8717,461
31332,31723,360
31332,22973,344
31332,11557,296
31332,22743,277
31332,5207,214
31332,27199,187
31332,29011,178
31332,9221,140
31332,31728,115
31332,31617,110
31332,13446,72
31332,22753,65
31332,14487,62
31332,25856,58
31332,30162,53
31332,1642,51
31332,26785,45
31332,20774,44
31332,10210,44
31332,20849,43
31332,18045,43
31332,14467,40
31332,30521,38
31332,22034,36
31332,11370,36
31332,15169,34
31332,22173,34
31332,10197,31
31332,31756,31
31332,1659,29
31332,15924,29
31332,25858,29
31332,25726,28
31332,26138,27
31332,12452,27
31332,5090,26
31332,21384,26
31332,23026,26
31332,13141,26
31332,31810,26
31332,2642,26
31332,17213,25
31332,31732,25
31332,28751,24
31332,8938,24
31332,2622,24
31332,26357,24
31332,22517,24
31332,17180,24
31332,12940,23
31332,17528,23
31332,18318,22
31332,32586,22
31332,31727,22
31332,11590,21
31332,22689,21
31332,10094,21
31332,24447,21
31332,22983,20
31332,8573,20
31332,21989,19
31332,8922,18
31332,26897,17
31332,12948,17
31332,26837,17
31332,6122,17
31332,26842,16
31332,14764,15
31332,2277,15
31332,11376,15
31332,22944,14
31332,26774,14
31332,13449,14
31332,24960,13
31332,923,13
31332,18001,13
31332,31739,13
31332,2668,13
31332,3389,12
31332,27535,12
31332,30358,12
31332,10093,12
31332,20125,12
31332,22979,12
31332,13450,12
31332,29014,12
31332,8055,11
31332,22352,11
31332,9886,11
31332,26771,11
31332,32080,11
31332,14856,11
31332,3498,11
31333,30574,1314
31333,11743,305
31333,2660,280
31333,14821,245
31333,8717,182
31333,11305,167
31333,22743,116
31333,5207,96
31333,22973,91
31333,9221,86
31333,29011,58
31333,31745,58
31333,11557,54
31333,22753,40
31333,18045,28
31333,31723,27
31333,20774,26
31333,14487,24
31333,20849,23
31333,13446,23
31333,13150,19
31333,25856,18
31333,22034,17
31333,22689,17
31333,31617,16
31333,20673,16
31333,15169,15
31333,9886,14
31333,25858,14
31333,14467,13
31333,26785,11
31333,26138,11
31333,14064,11
31333,30521,10
31333,12948,10
31333,11370,9
31333,14764,9
31333,31505,9
31333,13962,9
31333,5444,8
31333,1659,8
31333,1416,8
31333,22352,7
31333,1642,7
31333,9477,7
31333,14844,7
31333,21420,7
31333,2642,7
31333,2622,7
31333,27199,6
31333,3389,6
31333,26897,6
31333,8067,6
31333,30358,6
31333,10210,6
31333,9484,6
31333,5180,6
31333,22979,6
31333,5090,5
31333,20939,5
31333,2277,5
31333,32586,5
31333,21384,5
31333,9638,5
31333,134,5
31333,22816,5
31333,22733,5
31333,13955,5
31333,8938,5
31333,13449,5
31333,31922,5
31333,8055,4
31333,20781,4
31333,2313,4
31333,10094,4
31333,24447,4
31333,26771,4
31333,11978,4
31333,5481,4
31333,23349,4
31333,12869,4
31333,28532,4
31333,21374,4
31333,22758,4
31333,487,4
31333,30768,4
31333,5332,4
31333,11302,4
31333,22173,4
31333,13141,4
31333,22977,4
31333,2450,4
31333,14852,4
31333,22664,4
31333,8454,4
31333,31728,4
31333,2668,4
31333,27556,3
31333,22344,3
31333,29550,3
31334,30574,6063
31334,11743,191
31334,10825,179
31334,2660,129
31334,8717,106
31334,26138,81
31334,11557,53
31334,22743,43
31334,5207,36
31334,10817,27
31334,9221,25
31334,1642,24
31334,11305,23
31334,14821,20
31334,20849,16
31334,22753,14
31334,8055,14
31334,12948,13
31334,20774,12
31334,15169,12
31334,22034,12
31334,8067,11
31334,30521,10
31334,25856,10
31334,22689,8
31334,10197,8
31334,1659,8
31334,25858,8
31334,14064,7
31334,10210,7
31334,22944,7
31334,10824,7
31334,2642,7
31334,22973,6
31334,5481,6
31334,6750,6
31334,27975,6
31334,11590,5
31334,29076,5
31334,32586,5
31334,24960,4
31334,2104,4
31334,7457,4
31334,7852,4
31334,14764,4
31334,9886,4
31334,923,4
31334,10094,4
31334,9638,4
31334,13446,4
31334,13794,4
31334,29205,4
31334,2668,4
31334,11497,3
31334,3392,3
31334,5090,3
31334,29011,3
31334,18045,3
31334,21989,3
31334,22352,3
31334,22545,3
31334,18367,3
31334,18326,3
31334,18318,3
