book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
607,8755785,8755785,13629068,7,1481426303,9781481426300.0,Cassandra Clare,2014.0,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,203325,19582,1683,4287,18763,49304,129288,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg
611,7332,7332,4733799,339,618391118,9780618391110.0,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0,The Silmarillion,The Silmarillion (Middle-Earth Universe),eng,3.87,134106,160751,5743,4943,13613,36498,47548,58149,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg
616,14864,14864,3375925,65,743275012,9780743275020.0,Jodi Picoult,2000.0,Plain Truth,Plain Truth,eng,3.97,128406,138814,6231,1123,5518,32571,57131,42471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
622,15926,15926,943470,115,446612707,9780553813950.0,Nicholas Sparks,2002.0,Nights in Rodanthe,Nights in Rodanthe,eng,3.82,129807,136507,4025,3102,10605,36852,42686,43262,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg
632,10429045,10429045,15333458,77,62085484,9780062085480.0,Tahereh Mafi,2011.0,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)",en-US,4.01,176433,200300,20959,7715,12475,34344,61578,84188,https://images.gr-assets.com/books/1310649047m/10429045.jpg,https://images.gr-assets.com/books/1310649047s/10429045.jpg
635,10959,10959,4432325,239,1857993284,9781857993290.0,"Jostein Gaarder, Paulette Møller",1991.0,Sofies Verden,Sophie's World,eng,3.88,109692,143393,7652,3975,9949,32355,50286,46828,https://images.gr-assets.com/books/1343459906m/10959.jpg,https://images.gr-assets.com/books/1343459906s/10959.jpg
641,84369,84369,1059917,245,7202326,9780007202320.0,C.S. Lewis,1956.0,The Last Battle,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,158701,174641,4156,3501,10243,35440,54778,70679,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg
642,5064,5064,2845518,2,525950079,9780525950070.0,Ken Follett,2007.0,World Without End,"World Without End (The Kingsbridge Series, #2)",eng,4.23,128715,145292,9392,1212,4241,20508,53074,66257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
643,1326258,1326258,1315683,77,312360304,9780312360310.0,"P.C. Cast, Kristin Cast",2008.0,Chosen: A House of Night Novel,"Chosen (House of Night, #3)",en-US,3.9,180961,188550,4013,5974,14466,42946,53682,71482,https://images.gr-assets.com/books/1393192825m/1326258.jpg,https://images.gr-assets.com/books/1393192825s/1326258.jpg
648,7664041,7664041,10260587,119,375856110,9780375856110.0,Christopher Paolini,2011.0,Inheritance,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,146905,162717,8891,3498,9379,28585,50380,70875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
651,480204,480204,2259720,782,60809248,9780060809250.0,"Gaston Leroux, Alexander Teixeira de Mattos",1909.0,Le Fantôme de l'Opéra,The Phantom of the Opera,eng,3.97,141110,155679,4590,2451,8945,35912,51572,56799,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg
655,15812814,15812814,14449475,63,142421715,9780142421710.0,Ally Condie,2011.0,Crossed,"Crossed (Matched, #2)",eng,3.52,100886,179584,14020,6581,22713,57856,55935,36499,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg
667,5664985,5664985,5836517,41,670011940,9780670011940.0,Sarah Dessen,2009.0,Along for the Ride,Along for the Ride,eng,4.08,151721,156330,6238,2588,7073,30314,52171,64184,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg
683,3463,3463,1498124,105,446696137,9780446696140.0,Nicholas Sparks,2001.0,A Bend in the Road,A Bend in the Road,eng,4.02,116800,123173,3392,1452,5660,27409,42912,45740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
684,12127810,12127810,21539506,63,1423146727,9781423146730.0,Rick Riordan,2013.0,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,175407,11843,698,1916,12999,45501,114293,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg
685,2536134,2536134,2543657,61,61448761,9780061448770.0,Michael  Grant,2008.0,Gone,"Gone (Gone, #1)",eng,3.85,144606,153953,9445,6428,12529,32771,47507,54718,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg
686,3466,3466,1208014,85,446615862,9780446615860.0,Nicholas Sparks,2003.0,The Wedding,"The Wedding (The Notebook, #2)",en-US,3.98,118045,124358,5443,2102,7587,28194,39312,47163,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg
694,2120652,2120652,1470370,47,312348673,9780312348670.0,Emily Giffin,2008.0,Love the One You're With,Love the One You're With,en-US,3.7,124812,129614,4743,3289,10895,39052,44476,31902,https://images.gr-assets.com/books/1361466590m/2120652.jpg,https://images.gr-assets.com/books/1361466590s/2120652.jpg
698,13539044,13539044,2915346,75,374533571,9780374533570.0,Matthew Quick,2008.0,The Silver Linings Playbook,The Silver Linings Playbook,en-US,4.0,110939,129408,11059,1493,5495,25882,54594,41944,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412s/13539044.jpg
713,13414446,13414446,18712554,61,399256768,9780399256770.0,Marie Lu,2013.0,Prodigy,"Prodigy (Legend, #2)",eng,4.29,149702,160193,12663,1213,3659,21004,56370,77947,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717s/13414446.jpg
716,531350,25402194,2416287,101,446579920,9780446579930.0,Nicholas Sparks,2007.0,The Choice,The Choice,en-US,3.99,93479,128525,6808,2160,7288,28349,42867,47861,https://images.gr-assets.com/books/1385739133m/531350.jpg,https://images.gr-assets.com/books/1385739133s/531350.jpg
717,11742691,11742691,16692130,11,545422906,9780545422900.0,Kate Egan,2012.0,,The Hunger Games: Official Illustrated Movie Companion,en-US,4.51,119915,120075,384,1968,2226,10191,24365,81325,https://images.gr-assets.com/books/1363678804m/11742691.jpg,https://images.gr-assets.com/books/1363678804s/11742691.jpg
719,76334,76334,2567181,45,452287588,9780452287590.0,Eckhart Tolle,2005.0,A New Earth: Awakening to Your Life's Purpose,A New Earth: Awakening to Your Life's Purpose,eng,4.02,106211,113457,5862,4424,7162,19384,32949,49538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
727,101299,101299,23684,183,375408266,9780375408270.0,"Bernhard Schlink, Carol Brown Janeway",1995.0,Der Vorleser,The Reader,eng,3.73,119911,141705,8529,2975,10982,39603,55731,32414,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg
732,7937462,7937462,11342428,93,031612558X,9780316125580.0,Stephenie Meyer,2009.0,The Short Second Life of Bree Tanner,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng,3.51,145874,159769,9885,7314,21317,50829,43629,36680,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://images.gr-assets.com/books/1274335680s/7937462.jpg
741,33926,33926,33947,61,143035479,9780143035470.0,Melissa Bank,1998.0,The Girls' Guide to Hunting and Fishing,The Girls' Guide to Hunting and Fishing,,3.29,113977,118017,2809,11089,16858,37528,32016,20526,https://images.gr-assets.com/books/1309210476m/33926.jpg,https://images.gr-assets.com/books/1309210476s/33926.jpg
750,12578077,12578077,17588854,60,1620610078,9781620610080.0,Jennifer L. Armentrout,2011.0,Obsidian,"Obsidian (Lux, #1)",eng,4.23,164832,176296,15367,4284,6932,23256,50731,91093,https://images.gr-assets.com/books/1328275091m/12578077.jpg,https://images.gr-assets.com/books/1328275091s/12578077.jpg
752,17167166,17167166,21581860,55,1619630621,9781619630630.0,Sarah J. Maas,2013.0,Crown of Midnight,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,184381,19450,1092,2478,14391,52781,113639,https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg
759,8709527,8709527,13582374,37,1595143173,9781595143170.0,Richelle Mead,2011.0,Bloodlines,"Bloodlines (Bloodlines, #1)",en-US,4.22,140599,146134,7698,3103,4901,21147,45060,71923,https://images.gr-assets.com/books/1297199431m/8709527.jpg,https://images.gr-assets.com/books/1297199431s/8709527.jpg
762,375013,375013,3127624,134,340606517,9780340606510.0,Thomas Keneally,1982.0,Schindler's Ark,Schindler's List,eng,4.34,108338,113156,1605,1225,2361,12913,36982,59675,https://images.gr-assets.com/books/1348163457m/375013.jpg,https://images.gr-assets.com/books/1348163457s/375013.jpg
769,188572,188572,7492217,301,553328255,9780553328260.0,Arthur Conan Doyle,1894.0,The Complete Sherlock Holmes,The Complete Sherlock Holmes,eng,4.5,109754,126558,2774,471,1125,10089,37928,76945,https://images.gr-assets.com/books/1465539139m/188572.jpg,https://images.gr-assets.com/books/1465539139s/188572.jpg
774,13206828,13206828,18390772,51,312642970,9780312642980.0,Marissa Meyer,2014.0,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,20055,866,2056,14772,56494,103278,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
776,567616,567616,347606,8,714836257,9780714836260.0,Phaidon Press,1997.0,,The Art Book,eng,3.79,102746,102988,192,7128,7874,22124,28325,37537,https://images.gr-assets.com/books/1411210646m/567616.jpg,https://images.gr-assets.com/books/1411210646s/567616.jpg
777,227941,227941,3341834,40,767905180,9780767905180.0,Jane Green,2001.0,Jemima J,Jemima J,en-US,3.62,101436,103849,2448,8909,9304,24965,29819,30852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
781,24765,24765,3278286,66,689865406,9780689865400.0,Scott Westerfeld,2006.0,Specials,"Specials (Uglies, #3)",eng,3.77,139168,148783,7313,3286,13140,41196,48574,42587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
783,4134071,4134071,4181277,63,031237982X,9780312379830.0,"P.C. Cast, Kristin Cast",2009.0,Hunted,"Hunted (House of Night, #5)",eng,3.93,138103,146051,3204,4169,10788,32719,41977,56398,https://images.gr-assets.com/books/1438042897m/4134071.jpg,https://images.gr-assets.com/books/1438042897s/4134071.jpg
784,10929,10929,3125926,83,1401303277,9781401303270.0,Mitch Albom,2006.0,For One More Day,For One More Day,en-US,4.09,102193,106720,6632,958,4221,21064,38962,41515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
786,30120,30120,2501867,24,60513098,9780060513090.0,Shel Silverstein,1996.0,Falling Up,Falling Up,en-US,4.33,111779,114990,1281,1209,2879,15625,32073,63204,https://images.gr-assets.com/books/1327871908m/30120.jpg,https://images.gr-assets.com/books/1327871908s/30120.jpg
792,22917,22917,1855987,325,394709306,9780394709310.0,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812.0,Brüder Grimm: Kinder- und Hausmärchen,The Complete Grimm's Fairy Tales,eng,4.31,116324,128007,1851,772,2476,18421,41254,65084,https://images.gr-assets.com/books/1369540060m/22917.jpg,https://images.gr-assets.com/books/1369540060s/22917.jpg
797,3206011,3206011,3239458,44,1434768511,9781434768510.0,"Francis Chan, Danae Yankoski, Chris Tomlin",2008.0,Crazy Love: Overwhelmed by a Relentless God,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,109134,3011,2800,4867,16969,32636,51862,https://images.gr-assets.com/books/1328763220m/3206011.jpg,https://images.gr-assets.com/books/1328763220s/3206011.jpg
804,12985,12985,1359590,956,743482832,9780743482840.0,William Shakespeare,1623.0,The Tempest,The Tempest,en-US,3.8,125178,135537,2831,2394,10084,37832,46984,38243,https://images.gr-assets.com/books/1327793692m/12985.jpg,https://images.gr-assets.com/books/1327793692s/12985.jpg
805,6917952,6917952,7145410,61,1905654944,9781905654950.0,"P.C. Cast, Kristin Cast",2010.0,Burned: A House of Night Novel,"Burned (House of Night, #7)",eng,3.98,120763,129493,2999,3628,8971,27361,35719,53814,https://images.gr-assets.com/books/1327944437m/6917952.jpg,https://images.gr-assets.com/books/1327944437s/6917952.jpg
807,18302455,18302455,25791820,89,385351399,9780385351390.0,Dave Eggers,2013.0,The Circle,The Circle,eng,3.46,109412,129023,17954,5667,16425,41080,44562,21289,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
809,5479,5479,39947767,38,60776099,9780060776090.0,"Aldous Huxley, Christopher Hitchens",1932.0,Brave New World/Brave New World Revisited,Brave New World / Brave New World Revisited,eng,4.16,108124,110115,1012,1215,3784,18335,39753,47028,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg
813,18081809,18081809,25391048,51,1250049377,9781250049380.0,Rainbow Rowell,2014.0,Landline,Landline,eng,3.55,113805,123422,15782,5386,13087,38025,41984,24940,https://images.gr-assets.com/books/1499378092m/18081809.jpg,https://images.gr-assets.com/books/1499378092s/18081809.jpg
814,6262365,6262365,6445600,62,1905654588,9781905654580.0,"P.C. Cast, Kristin Cast",2008.0,Tempted,"Tempted (House of Night, #6)",eng,3.96,127387,137910,3165,4010,9937,29521,38966,55476,https://images.gr-assets.com/books/1408633041m/6262365.jpg,https://images.gr-assets.com/books/1408633041s/6262365.jpg
818,11570,11570,643924,118,2226131906,9782226131900.0,"Stephen King, William Olivier Desmond",2001.0,Dreamcatcher,Dreamcatcher,fre,3.59,115855,122599,1856,5234,14010,36926,36389,30040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
821,10766509,10766509,15677976,91,446547654,9780446547660.0,Nicholas Sparks,2010.0,The Best of Me,The Best of Me,en-US,3.91,103915,124564,9610,2688,9119,28642,40370,43745,https://images.gr-assets.com/books/1301685366m/10766509.jpg,https://images.gr-assets.com/books/1301685366s/10766509.jpg
830,6931356,6931356,7162394,53,316084239,9780316084240.0,Kody Keplinger,2010.0,The DUFF: Designated Ugly Fat Friend,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,146547,11130,5089,10817,33459,47351,49831,https://images.gr-assets.com/books/1271108843m/6931356.jpg,https://images.gr-assets.com/books/1271108843s/6931356.jpg
831,1295102,1295102,1284222,38,067001088X,9780670010880.0,Sarah Dessen,2008.0,Lock and Key,Lock and Key,eng,4.01,120475,127649,4950,1910,6407,27658,43875,47799,https://images.gr-assets.com/books/1479691949m/1295102.jpg,https://images.gr-assets.com/books/1479691949s/1295102.jpg
837,13262783,13262783,18464379,66,307931889,9780307931890.0,David Levithan,2012.0,Every Day,"Every Day (Every Day, #1)",eng,3.99,121863,133960,15539,2994,7882,26109,47403,49572,https://images.gr-assets.com/books/1356993940m/13262783.jpg,https://images.gr-assets.com/books/1356993940s/13262783.jpg
842,16096824,16096824,21905102,54,1619634449,9781619634440.0,Sarah J. Maas,2015.0,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,188723,25463,3499,6586,22541,56042,100055,https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg
847,5161,5161,1207024,48,140286276,9780140286270.0,Jacquelyn Mitchard,1996.0,The Deep End of the Ocean,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,104471,1095,1741,6092,27939,39820,28879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
858,15839976,15839976,21580644,83,345539788,9780345539790.0,Pierce Brown,2014.0,Red Rising,"Red Rising (Red Rising, #1)",eng,4.26,104939,128188,15775,2341,4309,15037,42448,64053,https://images.gr-assets.com/books/1461354651m/15839976.jpg,https://images.gr-assets.com/books/1461354651s/15839976.jpg
867,3867,3867,1882970,96,393328627,9780393328620.0,Nicole Krauss,2005.0,The History of Love,The History of Love,eng,3.91,98379,103470,9622,2251,7414,22791,35939,35075,https://images.gr-assets.com/books/1327911009m/3867.jpg,https://images.gr-assets.com/books/1327911009s/3867.jpg
879,41681,41681,1253187,534,1884365302,9781884365300.0,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906.0,The Jungle,The Jungle,eng,3.72,97468,109522,4750,3719,9393,29116,39239,28055,https://images.gr-assets.com/books/1332140681m/41681.jpg,https://images.gr-assets.com/books/1332140681s/41681.jpg
884,23164983,23164983,17377739,29,1594747350,9781594747360.0,Ransom Riggs,2014.0,Hollow City,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,73149,132924,14221,971,4618,25627,54274,47434,https://images.gr-assets.com/books/1429175859m/23164983.jpg,https://images.gr-assets.com/books/1429175859s/23164983.jpg
908,10909,10909,2532689,69,074349671X,9780743496710.0,Jodi Picoult,2006.0,The Tenth Circle,The Tenth Circle,eng,3.48,99170,103155,5101,3141,12846,36925,32003,18240,https://images.gr-assets.com/books/1348575053m/10909.jpg,https://images.gr-assets.com/books/1348575053s/10909.jpg
909,9067850,9067850,13945952,66,1423140567,9781423140570.0,Rick Riordan,2011.0,The Throne of Fire,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,116360,123024,4900,869,3653,20425,42668,55409,https://images.gr-assets.com/books/1366227973m/9067850.jpg,https://images.gr-assets.com/books/1366227973s/9067850.jpg
913,327847,327847,318479,63,684818701,9780684818700.0,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931.0,The Joy of Cooking,The Joy of Cooking,,4.14,102348,105920,1009,3036,4504,17338,31223,49819,https://images.gr-assets.com/books/1379313627m/327847.jpg,https://images.gr-assets.com/books/1379313627s/327847.jpg
921,18460392,18460392,26113532,74,385755880,9780385755890.0,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,All the Bright Places,eng,4.19,132087,146542,21192,2871,6238,21061,45697,70675,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg
928,17675462,17675462,18970934,64,545424925,9780545424930.0,Maggie Stiefvater,2012.0,The Raven Boys,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,159696,20296,4299,7656,26761,57622,63358,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg
933,6137154,6137154,6128277,70,803734611,9780803734620.0,Kristin Cashore,2009.0,Fire,"Fire (Graceling Realm, #2)",en-US,4.12,98180,133462,9159,2390,6020,22684,45051,57317,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg
937,18116,18116,1943518,81,440238609,9780440238610.0,Philip Pullman,2000.0,His Dark Materials,His Dark Materials (His Dark Materials #1-3),eng,4.25,88227,102040,4499,1672,3744,13475,31455,51694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
945,9369720,9369720,10958266,66,385739168,9780385739160.0,Lauren Kate,2011.0,Passion,"Passion (Fallen, #3)",eng,3.89,119735,125252,5464,3673,10214,28665,35799,46901,https://images.gr-assets.com/books/1362339802m/9369720.jpg,https://images.gr-assets.com/books/1362339802s/9369720.jpg
946,13089710,13089710,18261314,66,385742886,9780385742890.0,James Dashner,2012.0,The Kill Order,"The Kill Order (Maze Runner, #0.5)",eng,3.69,96568,109441,8219,4497,11820,28996,31984,32144,https://images.gr-assets.com/books/1330636153m/13089710.jpg,https://images.gr-assets.com/books/1330636153s/13089710.jpg
950,20820994,20820994,11409817,71,803734964,9780803734970.0,Jandy Nelson,2014.0,I'll Give You the Sun,I'll Give You the Sun,eng,4.14,140937,153584,16701,7025,7517,20793,40241,78008,https://images.gr-assets.com/books/1496659336m/20820994.jpg,https://images.gr-assets.com/books/1496659336s/20820994.jpg
954,6202690,6202690,6383190,14,316070521,9780316070520.0,Catherine Hardwicke,2009.0,Twilight Director's Notebook,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,en-US,4.2,88847,89383,417,3040,4242,14517,17460,50124,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
957,6654313,6654313,6848948,76,545123283,9780545123280.0,Maggie Stiefvater,2010.0,Linger,"Linger (The Wolves of Mercy Falls, #2)",en-US,3.91,125363,133284,8784,2594,8966,31455,44446,45823,https://images.gr-assets.com/books/1292482391m/6654313.jpg,https://images.gr-assets.com/books/1292482391s/6654313.jpg
964,30,30,89369,74,345538374,9780345538380.0,J.R.R. Tolkien,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,4.59,90907,94348,1565,826,1281,5819,19982,66440,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg
969,1911,1911,711993,83,374292795,9780374292800.0,Thomas L. Friedman,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,78271,83905,3277,3342,7529,22896,30500,19638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
976,90072,90072,24501333,3,793551617,9780793551610.0,"Robert Kapilow, Dr. Seuss",,,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",,4.44,90574,90691,262,803,1943,10781,20483,56681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
986,11564,11564,1836389,115,1416524290,9781416524300.0,Stephen King,1999.0,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,,3.56,95768,103156,3281,3658,12231,33253,30730,23284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
987,8621462,8621462,13492114,138,1406311529,9781406311520.0,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0, A Monster Calls ,A Monster Calls,eng,4.36,104579,132593,24522,1622,3307,14260,39473,73931,https://images.gr-assets.com/books/1485991317m/8621462.jpg,https://images.gr-assets.com/books/1485991317s/8621462.jpg
991,8909152,8909152,13785503,44,525951989,9780525951990.0,Rainbow Rowell,2011.0,Attachments,Attachments,eng,3.95,105414,119865,16114,2354,5547,25617,48546,37801,https://images.gr-assets.com/books/1499377988m/8909152.jpg,https://images.gr-assets.com/books/1499377988s/8909152.jpg
995,11408650,11408650,13460686,42,,,Michelle Hodkin,2011.0,The Unbecoming of Mara Dyer,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,4.09,83847,128632,14154,3673,7214,20598,39430,57717,https://images.gr-assets.com/books/1336655755m/11408650.jpg,https://images.gr-assets.com/books/1336655755s/11408650.jpg
997,136116,136116,750426,427,1576469239,9781576469230.0,Emmuska Orczy,1905.0,The Scarlet Pimpernel,The Scarlet Pimpernel,eng,4.06,93217,104012,5087,1465,4492,20565,37114,40376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1000,10194157,10194157,15093325,66,805094598,9780805094600.0,Leigh Bardugo,2012.0,Shadow and Bone,"Shadow and Bone (Shadow and Bone, #1)",eng,4.05,135225,149447,17829,2619,6318,27165,57759,55586,https://images.gr-assets.com/books/1339533695m/10194157.jpg,https://images.gr-assets.com/books/1339533695s/10194157.jpg
1002,14290364,14290364,19931517,57,399256776,9780399256780.0,Marie Lu,2013.0,Champion,"Champion (Legend, #3)",eng,4.37,114623,123289,12759,1056,2778,13981,37322,68152,https://images.gr-assets.com/books/1382652310m/14290364.jpg,https://images.gr-assets.com/books/1382652310s/14290364.jpg
1004,9961796,9961796,7149084,22,525423281,9780525423290.0,Stephanie Perkins,2011.0,Lola and the Boy Next Door,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",en-US,4.0,108370,123929,13224,2731,6370,24753,44016,46059,https://images.gr-assets.com/books/1358271832m/9961796.jpg,https://images.gr-assets.com/books/1358271832s/9961796.jpg
1008,8659601,8659601,13530989,71,61974552,9780061974560.0,Pittacus Lore,2011.0,The Power of Six,"The Power of Six (Lorien Legacies, #2)",eng,4.17,97938,105723,5790,941,3336,17700,38652,45094,https://images.gr-assets.com/books/1345067406m/8659601.jpg,https://images.gr-assets.com/books/1345067406s/8659601.jpg
1013,411053,411053,556134,88,696215322,9780696215320.0,Better Homes and Gardens,1953.0,Better Homes & Gardens New Cook Book,Better Homes and Gardens New Cook Book  ,,4.14,93640,95085,485,2152,3843,16571,28351,44168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1021,25460,25460,1582285,37,60852550,9780060852560.0,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007.0,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life",en-US,4.03,83881,87904,10149,1709,4789,16112,31521,33773,https://images.gr-assets.com/books/1480104279m/25460.jpg,https://images.gr-assets.com/books/1480104279s/25460.jpg
