Locality_Bridgeport,Locality_Fairfield,Locality_Greenwich,Locality_Norwalk,Locality_Stamford,Locality_Waterbury,Locality_West Hartford,Property_Four Family,Property_Single Family,Property_Three Family,Property_Two Family,Residential_Detached House,Residential_Duplex,Residential_Fourplex,Residential_Triplex,Face_East,Face_North,Face_South,Face_West,Year,Estimated Value,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Sale Price
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.14285714285714285,0.0311153662039253,0.011692269419740331,925000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.02401830705605036,0.0,0.14285714285714285,0.01771182383915748,0.011692269419740331,565000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.0715267877727121,0.0,0.14285714285714285,0.06749640976543797,0.011692269419740331,125000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.010597955218052046,0.0,0.0,0.030636668262326472,0.011692269419740331,332500.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.005079608169717843,0.19999999999999996,0.42857142857142855,0.10215574479288392,0.011692269419740331,28000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.08949449753224084,0.0,0.14285714285714285,0.04116802297750116,0.011692269419740331,2225000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.03965352567269374,0.0,0.14285714285714285,0.05409286740067015,0.011692269419740331,849000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.00463263558560466,0.0,0.0,0.005265677357587373,0.011692269419740331,55000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.026343740737081317,0.0,0.2857142857142857,0.010052656773575863,0.011692269419740331,607500.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.022466841691720658,0.0,0.0,0.047391096218286244,0.011692269419740331,410000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.013547974273199054,0.0,0.2857142857142857,0.01053135471517469,0.011692269419740331,149500.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.023906563910022067,0.0,0.0,0.025849688846337926,0.011692269419740331,400000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.0,0.08951651507898517,0.011692269419740331,1335000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.03314654584291972,0.0,0.2857142857142857,0.04404021062709429,0.011692269419740331,700000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.02485638065126258,0.0,0.2857142857142857,0.05983724269985635,0.011692269419740331,480000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.013926724726052856,0.0,0.14285714285714285,0.046433700335088535,0.011692269419740331,360000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.00809373250337582,0.6000000000000001,0.7142857142857142,0.10215574479288392,0.011692269419740331,55500.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.008480716661726444,0.0,0.0,0.033508855911919544,0.011692269419740331,201000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.03775448031203391,0.0,0.0,0.10215574479288392,0.011692269419740331,795000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.01613806277377071,0.0,0.0,0.03255146002872189,0.011692269419740331,385000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.013544445542271844,0.0,0.2857142857142857,0.05983724269985635,0.011692269419740331,325000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.005095487458890285,0.0,0.2857142857142857,0.10215574479288392,0.011692269419740331,95000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.010005716544102079,0.0,0.0,0.10215574479288392,0.011692269419740331,115000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.03216497052333432,0.0,0.0,0.05696505505026328,0.011692269419740331,545000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.008211944989437333,0.0,0.2857142857142857,0.07324078506462417,0.011692269419740331,137683.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.008211944989437333,0.0,0.14285714285714285,0.039731929152704626,0.011692269419740331,23816.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.02418709801873521,0.0,0.0,0.07419818094782193,0.011692269419740331,557500.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.14285714285714285,0.027764480612733344,0.011692269419740331,952000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.04896467034595678,0.0,0.2857142857142857,0.06079463858305406,0.011692269419740331,757000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.026249053123867865,0.0,0.14285714285714285,0.010052656773575863,0.011692269419740331,467500.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.025606824095115766,0.0,0.2857142857142857,0.05792245093346099,0.011692269419740331,650000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.011291938967069884,0.0,0.2857142857142857,0.019147917663954017,0.011692269419740331,345000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.012550519664441213,0.0,0.14285714285714285,0.008137865007180445,0.011692269419740331,302500.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.01275636230186176,0.0,0.14285714285714285,0.06988989947343227,0.011692269419740331,365500.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.020811278765038275,0.0,0.2857142857142857,0.0114887505983724,0.011692269419740331,415000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.007959640728141865,0.6000000000000001,0.5714285714285714,0.47917663954045,0.011692269419740331,29000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.10861080920857623,0.0,0.2857142857142857,0.08808042125418858,0.011692269419740331,2500000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.029177899793451617,0.0,0.2857142857142857,0.015797032072762063,0.011692269419740331,660000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.044494944504824954,0.0,0.2857142857142857,0.0507419818094782,0.011692269419740331,750000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.03195912788591378,0.0,0.2857142857142857,0.04308281474389658,0.011692269419740331,592500.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.025217487449480335,0.0,0.0,0.01292484442316899,0.011692269419740331,655000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.017602486108562583,0.0,0.0,0.01866921972235519,0.011692269419740331,505000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.006886906526270226,0.0,0.2857142857142857,0.09191000478697942,0.011692269419740331,160000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.06044774890491717,0.0,0.2857142857142857,0.014839636189564354,0.011692269419740331,1092500.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.01020979481605902,0.0,0.14285714285714285,0.06845380564863568,0.011692269419740331,220000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.01977853684700834,0.0,0.14285714285714285,0.007659167065581618,0.011692269419740331,433400.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.005711839127509516,0.0,0.0,0.011010052656773572,0.011692269419740331,100000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.00786318874946481,0.0,0.14285714285714285,0.013882240306366644,0.011692269419740331,190000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.025236307347758787,0.0,0.0,0.08233604595500232,0.011692269419740331,475000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.2857142857142857,0.08472953566299668,0.011692269419740331,750000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.03113164048348319,0.0,0.0,0.05600765916706557,0.011692269419740331,730000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.08591871685933537,0.0,0.2857142857142857,0.039731929152704626,0.011692269419740331,1590000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.029682508316042553,0.0,0.0,0.06845380564863568,0.011692269419740331,375000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.022720322196658527,0.19999999999999996,0.14285714285714285,0.2647199617041647,0.011692269419740331,350000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.09834337845403945,0.0,0.2857142857142857,0.04978458592628049,0.011692269419740331,2150000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.2026520765405263,0.0,0.14285714285714285,0.06318812829104836,0.011692269419740331,4525000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.021195910436104092,0.0,0.0,0.04356151268549546,0.011692269419740331,250000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.007052168758027863,0.0,0.2857142857142857,0.08137865007180467,0.011692269419740331,89900.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.009747531064594596,0.0,0.2857142857142857,0.04260411680229775,0.011692269419740331,209000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.14285714285714285,0.05265677357587362,0.011692269419740331,410000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.06889435450101393,0.0,0.2857142857142857,0.0507419818094782,0.011692269419740331,2375000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.03924595725060106,0.0,0.0,0.09047391096218282,0.011692269419740331,780000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.12011506015309988,0.0,0.0,0.059358544758257525,0.011692269419740331,3375000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.10684467937950796,0.0,0.2857142857142857,0.10215574479288392,0.011692269419740331,1500000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.010639123745536156,0.0,0.14285714285714285,0.013882240306366644,0.011692269419740331,250000.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.0,0.033987553853518426,0.011692269419740331,419000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.0321196851431018,0.0,0.14285714285714285,0.02249880325514597,0.011692269419740331,634000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.022797954277057133,0.0,0.14285714285714285,0.09334609861177601,0.011692269419740331,30000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.0055230520229038165,0.0,0.0,0.052178075634274734,0.011692269419740331,95500.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.01006276436075863,0.0,0.0,0.08472953566299668,0.011692269419740331,225750.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.09776701906926194,0.0,0.14285714285714285,0.033508855911919544,0.011692269419740331,1700000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.007359756470516277,0.0,0.14285714285714285,0.04834849210148395,0.011692269419740331,145000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.010497974508447782,0.0,0.0,0.07802776448061277,0.011692269419740331,249900.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.004416794877223689,0.0,0.14285714285714285,0.03877453326950692,0.011692269419740331,67770.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.024284138119233467,0.0,0.14285714285714285,0.04404021062709429,0.011692269419740331,525000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.005812996080756184,0.6000000000000001,0.5714285714285714,0.610818573480134,0.011692269419740331,34000.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.009045313610079937,0.0,0.2857142857142857,0.08329344183820009,0.011692269419740331,220000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.007355639617767866,0.0,0.14285714285714285,0.029679272379128763,0.011692269419740331,53000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.1415485718049694,0.0,0.2857142857142857,0.0019147917663954184,0.011692269419740331,3135000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.009768703450157852,0.0,0.2857142857142857,0.08281474389660126,0.011692269419740331,250000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.006409351607454562,0.19999999999999996,0.42857142857142855,0.2192436572522738,0.011692269419740331,34500.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.027883443664986993,0.0,0.2857142857142857,0.013403542364767818,0.011692269419740331,388000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.009987484767644831,0.6000000000000001,0.7142857142857142,0.5213020584011488,0.011692269419740331,115000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.06615370681421467,0.0,0.0,0.030636668262326472,0.011692269419740331,1240000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.026883048447123144,0.0,0.14285714285714285,0.06893250359023456,0.011692269419740331,560000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.17939185851200476,0.0,0.2857142857142857,0.033987553853518426,0.011692269419740331,4500000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.008480716661726444,0.0,0.14285714285714285,0.020105313547151726,0.011692269419740331,80000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.01548524755223698,0.0,0.0,0.08568693154619433,0.011692269419740331,405000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.2857142857142857,0.018190521780756308,0.011692269419740331,115000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.0076632273302562805,0.0,0.2857142857142857,0.09526089037817131,0.011692269419740331,199900.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.03402990481836446,0.0,0.2857142857142857,0.053614169459071326,0.011692269419740331,572000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.2857142857142857,0.10215574479288392,0.011692269419740331,245000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.2641660903072819,0.0,0.14285714285714285,0.10215574479288392,0.011692269419740331,7400000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.006347010694407197,0.0,0.2857142857142857,0.09526089037817131,0.011692269419740331,115000.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.03915068151556641,0.0,0.14285714285714285,0.00478697941598849,0.011692269419740331,780000.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.20340957744623392,0.0,0.14285714285714285,0.10215574479288392,0.011692269419740331,3550000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.011127264857133447,0.0,0.0,0.008137865007180445,0.011692269419740331,220000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.013547974273199054,0.0,0.14285714285714285,0.06270943034944948,0.011692269419740331,222500.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181815856,0.3624312485591015,0.0,0.14285714285714285,0.013403542364767818,0.011692269419740331,8750000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18181818181815856,0.006598138712060261,0.19999999999999996,0.14285714285714285,0.26950694112015317,0.011692269419740331,170000.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.027924024070649898,0.0,0.0,0.0057443752991862,0.011692269419740331,605000.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.005624797097971685,0.6000000000000001,0.5714285714285714,0.5887984681665869,0.011692269419740331,29100.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.006954540535708405,0.0,0.0,0.04595500239348971,0.011692269419740331,159900.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.029962454302934493,0.0,0.14285714285714285,0.03255146002872189,0.011692269419740331,757500.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18181818181815856,0.007814962760126281,0.0,0.2857142857142857,0.09430349449497366,0.011692269419740331,183500.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181818181815856,0.01703024357653347,0.0,0.2857142857142857,0.059358544758257525,0.011692269419740331,290000.0
