Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2011-08-05,2011,Stamford,330390.0,199800.0,Single Family,Detached House,3,1,929.0,1.025033,North
2011-08-05,2011,Stamford,,925000.0,Single Family,Detached House,3,2,965.0,1.025033,East
2011-08-06,2011,Stamford,408390.0,565000.0,Single Family,Detached House,3,2,937.0,1.025033,South
2011-08-06,2011,Stamford,1216190.0,125000.0,?,Detached House,3,2,1041.0,1.025033,South
2011-08-06,2011,,180200.0,332500.0,Single Family,Detached House,3,1,964.0,1.025033,East
2011-08-06,2011,Waterbury,86370.0,28000.0,Two Family,Duplex,4,4,,1.025033,East
2011-08-07,2011,Stamford,1521700.0,2225000.0,Single Family,Detached House,3,2,986.0,1.025033,East
2011-08-10,2011,Stamford,674240.0,849000.0,Single Family,Detached House,3,2,1013.0,1.025033,West
2011-08-10,2011,Waterbury,78770.0,55000.0,Single Family,Detached House,3,1,911.0,1.025033,East
2011-08-10,2011,Greenwich,447930.0,607500.0,Single Family,Detached House,3,3,921.0,1.025033,East
2011-08-11,2011,Stamford,382010.0,410000.0,Single Family,Detached House,3,1,999.0,1.025033,North
2011-08-12,2011,Waterbury,,149500.0,Single Family,Detached House,3,3,922.0,1.025033,West
2011-08-13,2011,Fairfield,406490.0,400000.0,Single Family,Detached House,3,1,954.0,1.025033,South
2011-08-13,2011,Stamford,,1335000.0,Single Family,Detached House,3,1,1087.0,1.025033,South
2011-08-13,2011,Stamford,563600.0,700000.0,Single Family,Detached House,3,3,992.0,1.025033,North
2011-08-13,2011,Stamford,422640.0,480000.0,Single Family,Detached House,3,3,1025.0,1.025033,East
2011-08-17,2011,West Hartford,236800.0,360000.0,Single Family,Detached House,3,2,997.0,1.025033,South
2011-08-17,2011,Waterbury,137620.0,55500.0,Three Family,Triplex,6,6,,1.025033,West
2011-08-17,2011,West Hartford,144200.0,201000.0,Single Family,Detached House,3,1,970.0,1.025033,North
2011-08-18,2011,Stamford,641950.0,795000.0,Single Family,Detached House,3,1,,1.025033,South
2011-08-18,2011,West Hartford,274400.0,385000.0,Single Family,Detached House,3,1,968.0,1.025033,West
2011-08-19,2011,West Hartford,230300.0,325000.0,Single Family,Detached House,3,3,1025.0,1.025033,East
2011-08-19,2011,Waterbury,86640.0,95000.0,Single Family,Detached House,3,3,,1.025033,South
2011-08-20,2011,Waterbury,170130.0,115000.0,Single Family,Detached House,3,1,,1.025033,East
2011-08-21,2011,Greenwich,546910.0,545000.0,?,Detached House,3,1,1019.0,1.025033,South
2011-08-21,2011,Waterbury,139630.0,137683.0,Single Family,Detached House,3,3,1053.0,1.025033,North
2011-08-21,2011,Waterbury,139630.0,23816.0,Single Family,Detached House,3,2,983.0,1.025033,North
2011-08-21,2011,Stamford,411260.0,557500.0,?,Detached House,3,1,1055.0,1.025033,West
2011-08-24,2011,Fairfield,,952000.0,Single Family,Detached House,3,2,958.0,1.025033,East
2011-08-24,2011,Stamford,832560.0,757000.0,Single Family,Detached House,3,3,1027.0,1.025033,West
2011-08-24,2011,Fairfield,446320.0,467500.0,Single Family,Detached House,3,2,921.0,1.025033,West
2011-08-24,2011,West Hartford,435400.0,650000.0,Single Family,Detached House,3,3,1021.0,1.025033,North
2011-08-25,2011,West Hartford,192000.0,345000.0,Single Family,Detached House,3,3,940.0,1.025033,West
2011-08-25,2011,West Hartford,213400.0,302500.0,?,Detached House,3,2,917.0,1.025033,East
2011-08-27,2011,West Hartford,216900.0,365500.0,?,Detached House,3,2,1046.0,1.025033,West
2011-08-27,2011,Stamford,353860.0,415000.0,Single Family,Detached House,3,3,924.0,1.025033,East
2011-08-27,2011,,135340.0,29000.0,Three Family,Triplex,6,5,1901.0,1.025033,North
2011-08-28,2011,Stamford,1846740.0,2500000.0,?,Detached House,3,3,1084.0,1.025033,East
2011-08-28,2011,Stamford,496120.0,660000.0,Single Family,Detached House,3,3,933.0,1.025033,South
2011-08-28,2011,Greenwich,756560.0,750000.0,Single Family,Detached House,3,3,1006.0,1.025033,West
2011-08-28,2011,,543410.0,592500.0,Single Family,Detached House,3,3,990.0,1.025033,East
2011-08-31,2011,Stamford,428780.0,655000.0,Single Family,Detached House,3,1,927.0,1.025033,South
2011-08-31,2011,West Hartford,299300.0,505000.0,Single Family,Detached House,3,1,939.0,1.025033,East
2011-08-31,2011,,117100.0,160000.0,Single Family,Detached House,3,3,1092.0,1.025033,West
2011-08-31,2011,,1027810.0,1092500.0,Single Family,Detached House,3,3,931.0,1.025033,South
2011-09-01,2011,West Hartford,173600.0,220000.0,Single Family,Detached House,3,2,1043.0,1.025033,West
2011-09-01,2011,West Hartford,336300.0,433400.0,Single Family,Detached House,3,2,916.0,1.025033,North
2011-09-01,2011,Waterbury,97120.0,100000.0,Single Family,Detached House,3,1,923.0,1.025033,South
2011-09-01,2011,West Hartford,133700.0,190000.0,?,Detached House,3,2,929.0,1.025033,South
2011-09-02,2011,West Hartford,429100.0,475000.0,?,Detached House,3,1,1072.0,1.025033,East
2011-09-02,2011,Fairfield,,750000.0,Single Family,Detached House,3,3,1077.0,1.025033,South
2011-09-03,2011,Fairfield,529340.0,730000.0,Single Family,Detached House,3,1,1017.0,1.025033,North
2011-09-08,2011,Greenwich,1460900.0,1590000.0,Single Family,Detached House,3,3,983.0,1.025033,East
2011-09-08,2011,Fairfield,504700.0,375000.0,Single Family,Detached House,3,1,1043.0,1.025033,North
2011-09-09,2011,Stamford,386320.0,350000.0,Two Family,Duplex,4,2,1453.0,1.025033,South
2011-09-10,2011,Greenwich,1672160.0,2150000.0,?,Detached House,3,3,1004.0,1.025033,North
2011-09-10,2011,Greenwich,3445750.0,4525000.0,?,Detached House,3,2,1032.0,1.025033,West
2011-09-10,2011,Stamford,360400.0,250000.0,?,Detached House,3,1,991.0,1.025033,South
2011-09-11,2011,Waterbury,119910.0,89900.0,Single Family,Detached House,3,3,1070.0,1.025033,West
2011-09-11,2011,Waterbury,165740.0,209000.0,?,Detached House,3,3,989.0,1.025033,East
2011-09-11,2011,Stamford,,410000.0,Single Family,Detached House,3,2,1010.0,1.025033,East
2011-09-14,2011,Stamford,1171430.0,2375000.0,Single Family,Detached House,3,3,1006.0,1.025033,East
2011-09-14,2011,Fairfield,667310.0,780000.0,Single Family,Detached House,3,1,1089.0,1.025033,South
2011-09-15,2011,Stamford,2042350.0,3375000.0,Single Family,Detached House,3,1,1024.0,1.025033,South
2011-09-15,2011,Greenwich,1816710.0,1500000.0,Single Family,Detached House,3,3,,1.025033,East
2011-09-15,2011,West Hartford,180900.0,250000.0,?,Detached House,3,2,929.0,1.025033,North
2011-09-15,2011,Fairfield,,419000.0,Single Family,Detached House,3,1,971.0,1.025033,South
2011-09-15,2011,,546140.0,634000.0,Single Family,Detached House,3,2,947.0,1.025033,East
2011-09-16,2011,Stamford,387640.0,30000.0,?,Detached House,3,2,1095.0,1.025033,East
2011-09-16,2011,,93910.0,95500.0,Single Family,Detached House,3,1,1009.0,1.025033,North
2011-09-16,2011,West Hartford,171100.0,225750.0,Single Family,Detached House,3,1,1077.0,1.025033,West
2011-09-16,2011,Greenwich,1662360.0,1700000.0,Single Family,Detached House,3,2,970.0,1.025033,North
2011-09-17,2011,Waterbury,125140.0,145000.0,Single Family,Detached House,3,2,1001.0,1.025033,North
2011-09-17,2011,West Hartford,178500.0,249900.0,Single Family,Detached House,3,1,1063.0,1.025033,South
2011-09-17,2011,Waterbury,75100.0,67770.0,?,Detached House,3,2,981.0,1.025033,North
2011-09-17,2011,Stamford,412910.0,525000.0,Single Family,Detached House,3,2,992.0,1.025033,West
2011-09-18,2011,Waterbury,98840.0,34000.0,Three Family,Triplex,6,5,2176.0,1.025033,East
2011-09-21,2011,,153800.0,220000.0,?,Detached House,3,3,1074.0,1.025033,North
2011-09-21,2011,Waterbury,125070.0,53000.0,Single Family,Detached House,3,2,962.0,1.025033,North
2011-09-21,2011,Stamford,2406790.0,3135000.0,Single Family,Detached House,3,3,904.0,1.025033,East
2011-09-21,2011,West Hartford,166100.0,250000.0,Single Family,Detached House,3,3,1073.0,1.025033,South
2011-09-21,2011,Waterbury,108980.0,34500.0,Two Family,Duplex,4,4,1358.0,1.025033,North
2011-09-22,2011,Greenwich,474110.0,388000.0,Single Family,Detached House,3,3,928.0,1.025033,South
2011-09-23,2011,Waterbury,169820.0,115000.0,Three Family,Triplex,6,6,1989.0,1.025033,North
2011-09-23,2011,Greenwich,1124830.0,1240000.0,Single Family,Detached House,3,1,964.0,1.025033,East
2011-09-23,2011,Stamford,457100.0,560000.0,Single Family,Detached House,3,2,1044.0,1.025033,South
2011-09-25,2011,Greenwich,3050250.0,4500000.0,?,Detached House,3,3,971.0,1.025033,East
2011-09-28,2011,West Hartford,144200.0,80000.0,Single Family,Detached House,3,2,942.0,1.025033,East
2011-09-28,2011,West Hartford,263300.0,405000.0,Single Family,Detached House,3,1,1079.0,1.025033,North
2011-09-29,2011,Stamford,,115000.0,?,Detached House,3,3,938.0,1.025033,North
2011-09-29,2011,West Hartford,130300.0,199900.0,Single Family,Detached House,3,3,1099.0,1.025033,South
2011-09-29,2011,Stamford,578620.0,572000.0,?,Detached House,3,3,1012.0,1.025033,North
2011-10-01,2011,West Hartford,,245000.0,Single Family,Detached House,3,3,,1.025033,East
2011-10-01,2011,Greenwich,4491690.0,7400000.0,Single Family,Detached House,3,2,,1.025033,East
2011-10-01,2011,Waterbury,107920.0,115000.0,?,Detached House,3,3,1099.0,1.025033,North
2011-10-01,2011,Stamford,665690.0,780000.0,?,Detached House,3,2,910.0,1.025033,West
2011-10-01,2011,Greenwich,3458630.0,3550000.0,Single Family,Detached House,3,2,,1.025033,East
2011-10-01,2011,West Hartford,189200.0,220000.0,Single Family,Detached House,3,1,917.0,1.025033,East
2011-10-01,2011,West Hartford,,222500.0,?,Detached House,3,2,1031.0,1.025033,North
2011-10-02,2011,Greenwich,6162520.0,8750000.0,Single Family,Detached House,3,2,928.0,1.025033,South
2011-10-05,2011,Waterbury,112190.0,170000.0,Two Family,Duplex,4,2,1463.0,1.025033,East
2011-10-05,2011,West Hartford,474800.0,605000.0,Single Family,Detached House,3,1,912.0,1.025033,North
2011-10-05,2011,Waterbury,95640.0,29100.0,?,Triplex,6,5,2130.0,1.025033,North
2011-10-05,2011,Bridgeport,118250.0,159900.0,Single Family,Detached House,3,1,996.0,1.025033,West
2011-10-06,2011,Fairfield,509460.0,757500.0,Single Family,Detached House,3,2,968.0,1.025033,North
2011-10-06,2011,,132880.0,183500.0,Single Family,Detached House,3,3,1097.0,1.025033,North
2011-10-06,2011,Stamford,289570.0,290000.0,Single Family,Detached House,3,3,1024.0,1.025033,West
2011-10-07,2011,West Hartford,266900.0,385000.0,Single Family,Detached House,3,2,1017.0,1.025033,North
2011-10-08,2011,,330820.0,246000.0,Three Family,Triplex,6,5,1809.0,1.025033,South
2011-10-08,2011,West Hartford,133100.0,215000.0,?,Detached House,3,2,,1.025033,East
2011-10-09,2011,Stamford,356070.0,250000.0,Single Family,Detached House,3,3,905.0,1.025033,South
2011-10-13,2011,Bridgeport,172720.0,81000.0,Two Family,Duplex,4,2,1448.0,1.025033,West
2011-10-14,2011,Norwalk,176260.0,250000.0,Single Family,Detached House,3,1,,1.025033,South
2011-10-14,2011,West Hartford,254000.0,464000.0,Single Family,Detached House,3,3,1020.0,1.025033,South
2011-10-15,2011,Greenwich,1222970.0,2400000.0,Two Family,Duplex,4,3,1361.0,1.025033,North
2011-10-15,2011,,189100.0,277000.0,Single Family,Detached House,3,2,903.0,1.025033,North
2011-10-16,2011,Waterbury,95900.0,80000.0,Single Family,Detached House,3,2,1049.0,1.025033,East
2011-10-16,2011,Greenwich,1428000.0,1450000.0,Single Family,Detached House,3,1,975.0,1.025033,North
2011-10-16,2011,,582120.0,859000.0,Single Family,Detached House,3,1,,1.025033,North
2011-10-16,2011,Norwalk,273000.0,388000.0,Single Family,Detached House,3,1,916.0,1.025033,North
2011-10-19,2011,Waterbury,113030.0,126000.0,Single Family,Detached House,3,1,1051.0,1.025033,South
2011-10-19,2011,Waterbury,146240.0,95000.0,Two Family,Duplex,4,3,1269.0,1.025033,East
2011-10-19,2011,Bridgeport,236740.0,163000.0,Single Family,Detached House,3,2,990.0,1.025033,South
2011-10-19,2011,Fairfield,,525000.0,Single Family,Detached House,3,2,940.0,1.025033,North
2011-10-19,2011,Waterbury,89750.0,106000.0,Single Family,Detached House,3,3,1065.0,1.025033,South
2011-10-19,2011,Bridgeport,119620.0,190000.0,?,Detached House,3,2,947.0,1.025033,East
2011-10-19,2011,Fairfield,352100.0,200000.0,Single Family,Detached House,3,1,,1.025033,North
2011-10-19,2011,Bridgeport,112720.0,58300.0,Single Family,Detached House,3,2,1005.0,1.025033,North
2011-10-19,2011,Bridgeport,119420.0,74000.0,Two Family,Duplex,4,3,1487.0,1.025033,East
2011-10-19,2011,West Hartford,141800.0,214900.0,?,Duplex,4,3,,1.025033,East
2011-10-20,2011,West Hartford,,235000.0,Single Family,Detached House,3,3,1095.0,1.025033,East
2011-10-22,2011,Greenwich,1835820.0,1690000.0,?,Detached House,3,1,,1.025033,East
2011-10-22,2011,Stamford,533010.0,167000.0,Single Family,Detached House,3,1,1051.0,1.025033,South
2011-10-22,2011,West Hartford,195800.0,280000.0,Single Family,Detached House,3,2,1005.0,1.025033,North
2011-10-22,2011,Bridgeport,162000.0,210000.0,Single Family,Detached House,3,3,1041.0,1.025033,East
2011-10-22,2011,Waterbury,181400.0,202500.0,Single Family,Detached House,3,1,995.0,1.025033,South
2011-10-23,2011,Fairfield,219870.0,200000.0,Single Family,Detached House,3,2,1066.0,1.025033,North
2011-10-23,2011,Waterbury,99110.0,70000.0,Single Family,Detached House,3,2,999.0,1.025033,East
2011-10-23,2011,Stamford,296480.0,180000.0,Single Family,Detached House,3,3,929.0,1.025033,North
2011-10-26,2011,Norwalk,266560.0,115000.0,Three Family,Triplex,6,5,1838.0,1.025033,North
2011-10-26,2011,West Hartford,136600.0,133000.0,Single Family,Detached House,3,3,1032.0,1.025033,South
2011-10-26,2011,West Hartford,212100.0,302000.0,?,Detached House,3,1,1089.0,1.025033,South
2011-10-27,2011,Bridgeport,140450.0,225000.0,Single Family,Detached House,3,1,1011.0,1.025033,West
2011-10-28,2011,Norwalk,,129900.0,Single Family,Detached House,3,3,,1.025033,East
2011-10-28,2011,Stamford,831010.0,800000.0,?,Detached House,3,3,1066.0,1.025033,West
2011-10-28,2011,Waterbury,109140.0,93500.0,Single Family,Detached House,3,3,981.0,1.025033,South
2011-10-29,2011,Bridgeport,188290.0,195000.0,Three Family,Triplex,6,5,1945.0,1.025033,South
2011-10-29,2011,Bridgeport,126230.0,148000.0,Two Family,Duplex,4,2,1498.0,1.025033,South
2011-10-29,2011,Stamford,379820.0,453000.0,Single Family,Detached House,3,2,982.0,1.025033,North
2011-10-29,2011,Norwalk,336000.0,492500.0,Single Family,Detached House,3,1,1053.0,1.025033,South
2011-10-29,2011,Stamford,,675000.0,Single Family,Detached House,3,1,1035.0,1.025033,South
2011-10-30,2011,Stamford,276010.0,350000.0,Single Family,Detached House,3,3,1073.0,1.025033,West
2011-11-02,2011,Waterbury,101290.0,65500.0,Single Family,Detached House,3,1,1004.0,1.025033,South
2011-11-02,2011,,155300.0,195000.0,Single Family,Detached House,3,3,1037.0,1.025033,North
2011-11-02,2011,Bridgeport,147360.0,44000.0,Two Family,Duplex,4,2,1288.0,1.025033,North
2011-11-02,2011,Bridgeport,113480.0,69000.0,Two Family,Duplex,4,4,1397.0,1.025033,North
2011-11-02,2011,Stamford,538800.0,645000.0,Single Family,Detached House,3,3,981.0,1.025033,North
2011-11-03,2011,West Hartford,205900.0,238000.0,Single Family,Detached House,3,3,932.0,1.025033,West
2011-11-04,2011,,182760.0,97000.0,Three Family,Triplex,6,5,2048.0,1.025033,East
2011-11-04,2011,Bridgeport,173390.0,82000.0,Two Family,Duplex,4,2,1330.0,1.025033,North
2011-11-04,2011,Stamford,671210.0,1125000.0,Single Family,Detached House,3,3,,1.025033,East
2011-11-09,2011,,243200.0,235000.0,Single Family,Detached House,3,2,1083.0,1.025033,East
2011-11-10,2011,Bridgeport,119320.0,131000.0,Single Family,Detached House,3,1,921.0,1.025033,West
2011-11-10,2011,,902790.0,1132500.0,?,Detached House,3,1,964.0,1.025033,North
2011-11-10,2011,West Hartford,206500.0,292000.0,Single Family,Detached House,3,3,1002.0,1.025033,South
2011-11-10,2011,Fairfield,331590.0,335000.0,Single Family,Detached House,3,3,1052.0,1.025033,East
2011-11-13,2011,Waterbury,137950.0,200000.0,Single Family,Detached House,3,3,942.0,1.025033,East
2011-11-13,2011,Fairfield,363090.0,48000.0,Single Family,Detached House,3,3,944.0,1.025033,South
2011-11-13,2011,Norwalk,328440.0,430000.0,Single Family,Detached House,3,3,1038.0,1.025033,North
2011-11-16,2011,Greenwich,,5800000.0,Single Family,Detached House,3,1,1033.0,1.025033,North
2011-11-16,2011,,421980.0,610000.0,Single Family,Detached House,3,2,925.0,1.025033,North
2011-11-16,2011,West Hartford,273600.0,315000.0,Single Family,Detached House,3,3,1085.0,1.025033,East
2011-11-16,2011,Bridgeport,135880.0,139900.0,Single Family,Detached House,3,1,975.0,1.025033,South
2011-11-16,2011,Waterbury,129870.0,160000.0,Two Family,Duplex,4,4,1400.0,1.025033,North
2011-11-17,2011,Fairfield,373180.0,240000.0,Single Family,Detached House,3,1,1021.0,1.025033,West
2011-11-17,2011,Waterbury,,71000.0,Two Family,Duplex,4,4,1485.0,1.025033,East
2011-11-17,2011,Waterbury,92860.0,68000.0,Single Family,Detached House,3,2,945.0,1.025033,South
2011-11-18,2011,Bridgeport,106490.0,45000.0,Single Family,Detached House,3,3,987.0,1.025033,West
2011-11-18,2011,Waterbury,119780.0,128500.0,Single Family,Detached House,3,1,901.0,1.025033,North
2011-11-18,2011,Norwalk,332780.0,490000.0,?,Detached House,3,3,1027.0,1.025033,South
2011-11-18,2011,Bridgeport,188220.0,170000.0,?,Triplex,6,5,2078.0,1.025033,West
2011-11-18,2011,Bridgeport,212140.0,135000.0,Two Family,Duplex,4,3,1396.0,1.025033,East
2011-11-18,2011,Stamford,321120.0,265000.0,Two Family,Duplex,4,4,,1.025033,West
2011-11-19,2011,Stamford,525810.0,630000.0,Single Family,Detached House,3,3,911.0,1.025033,South
2011-11-19,2011,Stamford,338890.0,385000.0,?,Detached House,3,3,1100.0,1.025033,East
2011-11-19,2011,Waterbury,65130.0,9500.0,Two Family,Duplex,4,3,1467.0,1.025033,South
2011-11-20,2011,Fairfield,511420.0,550000.0,Single Family,Detached House,3,2,1018.0,1.025033,West
2011-11-20,2011,Greenwich,1367450.0,1450000.0,Single Family,Detached House,3,1,,1.025033,North
2011-11-23,2011,Bridgeport,,60000.0,?,Triplex,6,4,1888.0,1.025033,East
2011-11-23,2011,,186510.0,95000.0,Three Family,Triplex,6,4,2097.0,1.025033,West
2011-11-23,2011,West Hartford,230000.0,374000.0,Single Family,Detached House,3,3,903.0,1.025033,North
2011-11-23,2011,Fairfield,305760.0,260000.0,Single Family,Detached House,3,1,967.0,1.025033,East
2011-11-23,2011,West Hartford,361100.0,565000.0,Single Family,Detached House,3,1,1016.0,1.025033,North
2011-11-23,2011,,138800.0,198000.0,Single Family,Detached House,3,3,1053.0,1.025033,North
2011-11-23,2011,Stamford,730150.0,865000.0,Single Family,Detached House,3,1,1090.0,1.025033,East
2011-11-24,2011,Waterbury,143870.0,170000.0,Single Family,Detached House,3,2,1003.0,1.025033,East
2011-11-24,2011,Waterbury,88270.0,100000.0,Single Family,Detached House,3,2,,1.025033,North
2011-11-24,2011,Waterbury,140420.0,74601.0,Three Family,Triplex,6,4,,1.025033,South
2011-11-24,2011,Greenwich,3444000.0,250000.0,?,Detached House,3,3,1051.0,1.025033,East
2011-11-24,2011,Waterbury,123120.0,34500.0,?,Duplex,4,2,1268.0,1.025033,North
2011-11-24,2011,Fairfield,,500000.0,?,Detached House,3,2,1011.0,1.025033,South
2011-11-24,2011,Greenwich,3495660.0,4500000.0,Single Family,Detached House,3,1,,1.025033,East
2011-11-24,2011,Waterbury,120800.0,79000.0,?,Detached House,3,2,912.0,1.025033,East
2011-11-24,2011,Bridgeport,162610.0,123005.0,?,Triplex,6,5,1997.0,1.025033,West
2011-11-24,2011,Bridgeport,,173000.0,Single Family,Detached House,3,1,,1.025033,North
2011-11-24,2011,Waterbury,,40000.0,?,Duplex,4,3,1356.0,1.025033,West
2011-11-25,2011,,372050.0,390000.0,Single Family,Detached House,3,2,998.0,1.025033,West
2011-11-25,2011,Waterbury,96900.0,66500.0,Single Family,Detached House,3,2,972.0,1.025033,East
2011-11-25,2011,Waterbury,121800.0,165000.0,Two Family,Duplex,4,3,1417.0,1.025033,South
2011-11-25,2011,Waterbury,106180.0,143500.0,?,Detached House,3,1,977.0,1.025033,East
2011-11-25,2011,Stamford,673250.0,743000.0,Single Family,Detached House,3,3,1030.0,1.025033,West
2011-11-25,2011,Waterbury,146740.0,34750.0,Three Family,Triplex,6,4,1996.0,1.025033,West
2011-11-30,2011,Fairfield,685160.0,950000.0,Single Family,Detached House,3,3,1045.0,1.025033,East
2011-12-01,2011,West Hartford,259600.0,349900.0,Single Family,Detached House,3,2,1067.0,1.025033,North
2011-12-01,2011,Waterbury,92760.0,45000.0,Single Family,Detached House,3,1,1065.0,1.025033,West
2011-12-01,2011,,111880.0,166500.0,Single Family,Detached House,3,1,964.0,1.025033,North
2011-12-01,2011,Waterbury,125890.0,208000.0,Single Family,Detached House,3,2,,1.025033,West
2011-12-02,2011,Bridgeport,127190.0,178000.0,Single Family,Detached House,3,1,990.0,1.025033,West
2011-12-02,2011,Waterbury,157670.0,143000.0,Single Family,Detached House,3,1,907.0,1.025033,South
2011-12-02,2011,Stamford,361030.0,526000.0,Single Family,Detached House,3,1,992.0,1.025033,East
2011-12-02,2011,Norwalk,255500.0,250000.0,Single Family,Detached House,3,3,916.0,1.025033,East
2011-12-02,2011,Norwalk,457240.0,517500.0,Single Family,Detached House,3,2,1021.0,1.025033,East
2011-12-03,2011,Stamford,303070.0,299000.0,Single Family,Detached House,3,3,989.0,1.025033,South
2011-12-03,2011,Bridgeport,,185000.0,Two Family,Duplex,4,3,1450.0,1.025033,East
2011-12-03,2011,,489140.0,67703.0,Single Family,Detached House,3,3,1089.0,1.025033,East
2011-12-04,2011,Stamford,780630.0,846000.0,?,Detached House,3,1,945.0,1.025033,East
2011-12-04,2011,Fairfield,330610.0,357000.0,Single Family,Detached House,3,3,1033.0,1.025033,North
2011-12-07,2011,Waterbury,96530.0,141000.0,Single Family,Detached House,3,1,1066.0,1.025033,West
2011-12-07,2011,Bridgeport,176900.0,185000.0,Four Family,Fourplex,8,6,2627.0,1.025033,East
2011-12-07,2011,West Hartford,216300.0,248000.0,Single Family,Detached House,3,2,984.0,1.025033,West
2011-12-07,2011,West Hartford,318100.0,453000.0,Single Family,Detached House,3,3,1061.0,1.025033,East
2011-12-07,2011,West Hartford,137900.0,156000.0,Single Family,Detached House,3,3,1056.0,1.025033,North
2011-12-08,2011,,237450.0,187000.0,Three Family,Triplex,6,5,2162.0,1.025033,West
2011-12-08,2011,Bridgeport,135570.0,136500.0,Single Family,Detached House,3,1,1092.0,1.025033,South
2011-12-08,2011,West Hartford,224200.0,276200.0,Single Family,Detached House,3,2,,1.025033,South
2011-12-09,2011,,282940.0,235000.0,Single Family,Detached House,3,3,960.0,1.025033,East
2011-12-10,2011,Waterbury,152190.0,185000.0,Single Family,Detached House,3,3,1091.0,1.025033,East
2011-12-11,2011,,673030.0,830000.0,Single Family,Detached House,3,3,,1.025033,North
2011-12-11,2011,Norwalk,248220.0,275000.0,Single Family,Detached House,3,2,1094.0,1.025033,West
2011-12-11,2011,West Hartford,161300.0,271500.0,Single Family,Detached House,3,1,,1.025033,West
2011-12-12,2011,Waterbury,,156500.0,Single Family,Detached House,3,1,1068.0,1.025033,North
2011-12-14,2011,Bridgeport,175590.0,170000.0,Single Family,Detached House,3,2,1076.0,1.025033,South
2011-12-14,2011,Bridgeport,463980.0,495000.0,Single Family,Detached House,3,1,1089.0,1.025033,East
2011-12-14,2011,Fairfield,1219730.0,1420000.0,?,Detached House,3,2,902.0,1.025033,North
2011-12-14,2011,West Hartford,362600.0,545000.0,Single Family,Detached House,3,3,,1.025033,South
2011-12-14,2011,Greenwich,653450.0,905000.0,?,Detached House,3,3,,1.025033,East
2011-12-14,2011,West Hartford,170400.0,287000.0,Single Family,Detached House,3,2,,1.025033,North
2011-12-14,2011,Fairfield,292740.0,391000.0,?,Detached House,3,3,1069.0,1.025033,West
2011-12-15,2011,Fairfield,478940.0,585000.0,Single Family,Detached House,3,3,1046.0,1.025033,West
2011-12-15,2011,Waterbury,,65000.0,Single Family,Detached House,3,2,1075.0,1.025033,East
2011-12-15,2011,Greenwich,1923950.0,2000000.0,Single Family,Detached House,3,2,997.0,1.025033,East
2011-12-15,2011,Bridgeport,107010.0,107625.0,Single Family,Detached House,3,1,988.0,1.025033,South
2011-12-16,2011,Stamford,,141750.0,Single Family,Detached House,3,3,973.0,1.025033,West
2011-12-16,2011,Waterbury,161910.0,92500.0,Two Family,Duplex,4,4,1246.0,1.025033,East
2011-12-16,2011,Stamford,414610.0,525000.0,?,Detached House,3,2,1058.0,1.025033,South
2011-12-17,2011,Greenwich,1894200.0,2737500.0,Single Family,Detached House,3,3,960.0,1.025033,North
2011-12-18,2011,Fairfield,679000.0,377500.0,Single Family,Detached House,3,3,,1.025033,West
2011-12-18,2011,Waterbury,81690.0,39000.0,Single Family,Detached House,3,1,1085.0,1.025033,East
2011-12-21,2011,Bridgeport,112520.0,155000.0,Single Family,Detached House,3,3,907.0,1.025033,West
2011-12-21,2011,Greenwich,933940.0,1230000.0,Single Family,Detached House,3,1,1091.0,1.025033,South
2011-12-21,2011,,154240.0,90000.0,Two Family,Duplex,4,2,1316.0,1.025033,West
2011-12-21,2011,,230020.0,318000.0,Single Family,Detached House,3,2,1049.0,1.025033,East
2011-12-21,2011,Stamford,,267000.0,Single Family,Detached House,3,3,996.0,1.025033,North
2011-12-22,2011,Norwalk,402780.0,466000.0,Single Family,Detached House,3,2,976.0,1.025033,South
2011-12-22,2011,Waterbury,112910.0,440000.0,Single Family,Detached House,3,3,1056.0,1.025033,West
2011-12-22,2011,,193400.0,255000.0,Single Family,Detached House,3,1,1080.0,1.025033,East
2011-12-22,2011,,257950.0,368000.0,Single Family,Detached House,3,3,1082.0,1.025033,North
2011-12-22,2011,Greenwich,2173990.0,3525000.0,?,Detached House,3,2,1038.0,1.025033,East
2011-12-22,2011,Greenwich,620410.0,700000.0,Single Family,Detached House,3,2,915.0,1.025033,North
2011-12-22,2011,Bridgeport,125980.0,201500.0,Three Family,Triplex,6,6,1946.0,1.025033,East
2011-12-23,2011,Fairfield,282870.0,263000.0,?,Detached House,3,2,928.0,1.025033,North
2011-12-23,2011,Waterbury,88600.0,35000.0,?,Detached House,3,1,1055.0,1.025033,East
2011-12-23,2011,,,137000.0,Single Family,Detached House,3,2,1058.0,1.025033,West
2011-12-23,2011,Stamford,716660.0,180000.0,Single Family,Detached House,3,3,947.0,1.025033,North
2011-12-28,2011,,407830.0,590000.0,Single Family,Detached House,3,3,1030.0,1.025033,East
2011-12-28,2011,Bridgeport,152370.0,42000.0,Three Family,Triplex,6,4,1815.0,1.025033,North
2011-12-28,2011,Stamford,381300.0,576200.0,Single Family,Detached House,3,2,927.0,1.025033,South
2011-12-29,2011,Greenwich,1156820.0,1650000.0,Single Family,Detached House,3,3,1092.0,1.025033,West
2011-12-29,2011,Bridgeport,196030.0,240000.0,Single Family,Detached House,3,1,1064.0,1.025033,West
